Work Year,Seniority,Employee Status,Job Role,Salary,Company Size
2022,Associate,Full Time,Data Engineer,90000,Medium (50-250 employee)
2022,Superior,Full Time,Data Scientist,215300,Large (more than 250 employee)
2022,Superior,Full Time,Data Scientist,158200,Large (more than 250 employee)
2022,Superior,Full Time,Data Engineer,209100,Large (more than 250 employee)
2022,Superior,Full Time,Data Engineer,154600,Large (more than 250 employee)
2022,Superior,Full Time,Data Analyst,115934,Medium (50-250 employee)
2022,Superior,Full Time,Data Analyst,81666,Medium (50-250 employee)
2022,Superior,Full Time,Data Engineer,175000,Medium (50-250 employee)
2022,Associate,Full Time,Data Engineer,75000,Medium (50-250 employee)
2022,Associate,Full Time,Data Analyst,58000,Small (less than 50 employee)
2022,Superior,Full Time,Data Engineer,183600,Large (more than 250 employee)
2022,Associate,Full Time,Data Analyst,40000,Medium (50-250 employee)
2022,Superior,Full Time,Data Scientist,180000,Medium (50-250 employee)
2022,Associate,Full Time,Data Scientist,55000,Medium (50-250 employee)
2022,Associate,Full Time,Data Scientist,35000,Medium (50-250 employee)
2022,Associate,Full Time,Data Engineer,60000,Medium (50-250 employee)
2022,Associate,Full Time,Data Engineer,45000,Medium (50-250 employee)
2022,Associate,Full Time,Data Engineer,60000,Medium (50-250 employee)
2022,Associate,Full Time,Data Engineer,45000,Medium (50-250 employee)
2022,Superior,Full Time,Data Scientist,260000,Medium (50-250 employee)
2022,Superior,Full Time,Data Science Engineer,60000,Large (more than 250 employee)
2022,Associate,Full Time,Data Engineer,63900,Medium (50-250 employee)
2022,Associate,Full Time,Machine Learning Scientist,160000,Large (more than 250 employee)
2022,Associate,Full Time,Machine Learning Scientist,112300,Large (more than 250 employee)
2022,Associate,Full Time,Data Science Manager,241000,Medium (50-250 employee)
2022,Associate,Full Time,Data Science Manager,159000,Medium (50-250 employee)
2022,Superior,Full Time,Data Scientist,180000,Medium (50-250 employee)
2022,Superior,Full Time,Data Scientist,80000,Medium (50-250 employee)
2022,Associate,Full Time,Data Engineer,82900,Medium (50-250 employee)
2022,Superior,Full Time,Data Engineer,100800,Large (more than 250 employee)
2022,Associate,Full Time,Data Engineer,45000,Medium (50-250 employee)
2022,Superior,Full Time,Data Scientist,140400,Large (more than 250 employee)
2022,Associate,Full Time,Data Analyst,30000,Medium (50-250 employee)
2022,Associate,Full Time,Data Analyst,40000,Medium (50-250 employee)
2022,Associate,Full Time,Data Analyst,30000,Medium (50-250 employee)
2022,Associate,Full Time,Data Engineer,80000,Medium (50-250 employee)
2022,Associate,Full Time,Data Engineer,70000,Medium (50-250 employee)
2022,Associate,Full Time,Data Engineer,80000,Medium (50-250 employee)
2022,Associate,Full Time,Data Engineer,70000,Medium (50-250 employee)
2022,Associate,Full Time,Data Engineer,60000,Medium (50-250 employee)
2022,Associate,Full Time,Data Engineer,80000,Medium (50-250 employee)
2022,Superior,Full Time,Machine Learning Engineer,189650,Medium (50-250 employee)
2022,Superior,Full Time,Machine Learning Engineer,164996,Medium (50-250 employee)
2022,Associate,Full Time,Data Analyst,40000,Medium (50-250 employee)
2022,Associate,Full Time,Data Analyst,30000,Medium (50-250 employee)
2022,Associate,Full Time,Data Engineer,75000,Medium (50-250 employee)
2022,Associate,Full Time,Data Engineer,60000,Medium (50-250 employee)
2022,Superior,Full Time,Data Scientist,215300,Large (more than 250 employee)
2022,Associate,Full Time,Data Engineer,70000,Medium (50-250 employee)
2022,Superior,Full Time,Data Engineer,209100,Large (more than 250 employee)
2022,Superior,Full Time,Data Engineer,154600,Large (more than 250 employee)
2022,Superior,Full Time,Data Engineer,180000,Medium (50-250 employee)
2022,Junior,Full Time,ML Engineer,20000,Large (more than 250 employee)
2022,Superior,Full Time,Data Engineer,80000,Medium (50-250 employee)
2022,Associate,Full Time,Machine Learning Developer,100000,Medium (50-250 employee)
2022,Director,Full Time,Director of Data Science,250000,Large (more than 250 employee)
2022,Associate,Full Time,Machine Learning Engineer,120000,Small (less than 50 employee)
2022,Junior,Full Time,Computer Vision Engineer,125000,Medium (50-250 employee)
2022,Associate,Full Time,NLP Engineer,240000,Large (more than 250 employee)
2022,Superior,Full Time,Data Engineer,105000,Medium (50-250 employee)
2022,Superior,Full Time,Lead Machine Learning Engineer,80000,Medium (50-250 employee)
2022,Associate,Full Time,Business Data Analyst,1400000,Medium (50-250 employee)
2022,Associate,Full Time,Data Scientist,2400000,Large (more than 250 employee)
2022,Associate,Full Time,Machine Learning Infrastructure Engineer,53000,Large (more than 250 employee)
2022,Junior,Full Time,Financial Data Analyst,100000,Large (more than 250 employee)
2022,Associate,Part Time,Data Engineer,50000,Large (more than 250 employee)
2022,Junior,Full Time,Data Scientist,1400000,Medium (50-250 employee)
2022,Superior,Full Time,Principal Data Scientist,148000,Medium (50-250 employee)
2022,Junior,Full Time,Data Engineer,120000,Medium (50-250 employee)
2022,Superior,Full Time,Research Scientist,144000,Large (more than 250 employee)
2022,Superior,Full Time,Data Scientist,104890,Medium (50-250 employee)
2022,Superior,Full Time,Data Engineer,100000,Medium (50-250 employee)
2022,Superior,Full Time,Data Scientist,140000,Medium (50-250 employee)
2022,Associate,Full Time,Data Analyst,135000,Medium (50-250 employee)
2022,Associate,Full Time,Data Analyst,50000,Medium (50-250 employee)
2022,Superior,Full Time,Data Scientist,220000,Medium (50-250 employee)
2022,Superior,Full Time,Data Scientist,140000,Medium (50-250 employee)
2022,Associate,Full Time,Data Scientist,140000,Medium (50-250 employee)
2022,Associate,Full Time,Data Scientist,70000,Medium (50-250 employee)
2022,Superior,Full Time,Data Scientist,185100,Medium (50-250 employee)
2022,Superior,Full Time,Machine Learning Engineer,220000,Medium (50-250 employee)
2022,Associate,Full Time,Data Scientist,200000,Medium (50-250 employee)
2022,Associate,Full Time,Data Scientist,120000,Medium (50-250 employee)
2022,Superior,Full Time,Machine Learning Engineer,120000,Small (less than 50 employee)
2022,Superior,Full Time,Machine Learning Engineer,65000,Small (less than 50 employee)
2022,Director,Full Time,Data Engineer,324000,Medium (50-250 employee)
2022,Director,Full Time,Data Engineer,216000,Medium (50-250 employee)
2022,Superior,Full Time,Data Engineer,210000,Medium (50-250 employee)
2022,Superior,Full Time,Machine Learning Engineer,120000,Medium (50-250 employee)
2022,Superior,Full Time,Data Scientist,230000,Medium (50-250 employee)
2022,Junior,Part Time,Data Scientist,100000,Medium (50-250 employee)
2022,Associate,FL,Data Scientist,100000,Medium (50-250 employee)
2022,Junior,Contractual,Applied Machine Learning Scientist,29000,Medium (50-250 employee)
2022,Superior,Full Time,Head of Data,200000,Medium (50-250 employee)
2022,Associate,Full Time,Principal Data Analyst,75000,Small (less than 50 employee)
2022,Associate,Full Time,Data Scientist,150000,Large (more than 250 employee)
2022,Superior,Full Time,Machine Learning Developer,100000,Medium (50-250 employee)
2022,Superior,Full Time,Data Scientist,100000,Medium (50-250 employee)
2022,Associate,Full Time,Machine Learning Scientist,153000,Medium (50-250 employee)
2022,Junior,Full Time,Data Engineer,52800,Medium (50-250 employee)
2022,Superior,Full Time,Data Scientist,165000,Medium (50-250 employee)
2022,Superior,Full Time,Research Scientist,85000,Large (more than 250 employee)
2022,Junior,Full Time,Data Scientist,66500,Large (more than 250 employee)
2022,Superior,Full Time,Machine Learning Engineer,57000,Large (more than 250 employee)
2022,Associate,Full Time,Head of Data,30000,Small (less than 50 employee)
2022,Junior,Full Time,Data Scientist,40000,Large (more than 250 employee)
2022,Associate,Full Time,Machine Learning Engineer,121000,Large (more than 250 employee)
2022,Superior,Full Time,Data Engineer,115000,Medium (50-250 employee)
2022,Junior,Full Time,Data Scientist,120000,Medium (50-250 employee)
2022,Associate,Full Time,Applied Machine Learning Scientist,75000,Large (more than 250 employee)
2022,Associate,Full Time,Research Scientist,59000,Large (more than 250 employee)
2022,Junior,Full Time,Research Scientist,120000,Large (more than 250 employee)
2022,Associate,Full Time,Applied Data Scientist,157000,Large (more than 250 employee)
2022,Junior,Full Time,Computer Vision Software Engineer,150000,Small (less than 50 employee)
2022,Associate,Full Time,Business Data Analyst,90000,Large (more than 250 employee)
2022,Junior,Full Time,Data Engineer,65000,Small (less than 50 employee)
2022,Superior,Full Time,Machine Learning Engineer,65000,Small (less than 50 employee)
2022,Junior,Full Time,Data Analytics Engineer,20000,Medium (50-250 employee)
2022,Associate,Full Time,Data Scientist,48000,Small (less than 50 employee)
2022,Superior,Full Time,Data Science Manager,152500,Medium (50-250 employee)
2022,Associate,Full Time,Data Engineer,62000,Medium (50-250 employee)
2022,Associate,Full Time,Data Scientist,115000,Large (more than 250 employee)
2022,Superior,Full Time,Applied Data Scientist,380000,Large (more than 250 employee)
2022,Associate,Full Time,Data Scientist,88000,Medium (50-250 employee)
2022,Junior,Full Time,Computer Vision Engineer,10000,Medium (50-250 employee)
2022,Associate,Full Time,Data Analyst,20000,Small (less than 50 employee)
2022,Superior,Full Time,Data Analytics Lead,405000,Large (more than 250 employee)
2022,Associate,Full Time,Data Scientist,135000,Large (more than 250 employee)
2022,Superior,Full Time,Applied Data Scientist,177000,Large (more than 250 employee)
2022,Associate,Full Time,Data Scientist,78000,Medium (50-250 employee)
2022,Superior,Full Time,Data Analyst,135000,Medium (50-250 employee)
2022,Superior,Full Time,Data Analyst,100000,Medium (50-250 employee)
2022,Superior,Full Time,Data Analyst,90320,Medium (50-250 employee)
2022,Associate,Full Time,Data Analyst,85000,Medium (50-250 employee)
2022,Associate,Full Time,Data Analyst,75000,Medium (50-250 employee)
2022,Superior,Full Time,Machine Learning Engineer,214000,Medium (50-250 employee)
2022,Superior,Full Time,Machine Learning Engineer,192600,Medium (50-250 employee)
2022,Superior,Full Time,Data Architect,266400,Medium (50-250 employee)
2022,Superior,Full Time,Data Architect,213120,Medium (50-250 employee)
2022,Superior,Full Time,Data Analyst,112900,Medium (50-250 employee)
2022,Superior,Full Time,Data Engineer,155000,Medium (50-250 employee)
2022,Associate,Full Time,Data Scientist,141300,Medium (50-250 employee)
2022,Associate,Full Time,Data Scientist,102100,Medium (50-250 employee)
2022,Superior,Full Time,Data Analyst,115934,Medium (50-250 employee)
2022,Superior,Full Time,Data Analyst,81666,Medium (50-250 employee)
2022,Associate,Full Time,Data Engineer,206699,Medium (50-250 employee)
2022,Associate,Full Time,Data Engineer,99100,Medium (50-250 employee)
2022,Superior,Full Time,Data Engineer,130000,Medium (50-250 employee)
2022,Superior,Full Time,Data Engineer,115000,Medium (50-250 employee)
2022,Superior,Full Time,Data Engineer,110500,Medium (50-250 employee)
2022,Superior,Full Time,Data Engineer,130000,Medium (50-250 employee)
2022,Superior,Full Time,Data Analyst,99050,Medium (50-250 employee)
2022,Superior,Full Time,Data Engineer,160000,Medium (50-250 employee)
2022,Superior,Full Time,Data Scientist,205300,Large (more than 250 employee)
2022,Superior,Full Time,Data Scientist,140400,Large (more than 250 employee)
2022,Superior,Full Time,Data Scientist,176000,Medium (50-250 employee)
2022,Superior,Full Time,Data Scientist,144000,Medium (50-250 employee)
2022,Superior,Full Time,Data Engineer,200100,Medium (50-250 employee)
2022,Superior,Full Time,Data Engineer,160000,Medium (50-250 employee)
2022,Superior,Full Time,Data Engineer,145000,Medium (50-250 employee)
2022,Superior,Full Time,Data Engineer,70500,Medium (50-250 employee)
2022,Superior,Full Time,Data Scientist,205300,Medium (50-250 employee)
2022,Superior,Full Time,Data Scientist,140400,Medium (50-250 employee)
2022,Superior,Full Time,Analytics Engineer,205300,Medium (50-250 employee)
2022,Superior,Full Time,Analytics Engineer,184700,Medium (50-250 employee)
2022,Superior,Full Time,Data Engineer,175100,Medium (50-250 employee)
2022,Superior,Full Time,Data Engineer,140250,Medium (50-250 employee)
2022,Superior,Full Time,Data Analyst,116150,Medium (50-250 employee)
2022,Superior,Full Time,Data Engineer,54000,Medium (50-250 employee)
2022,Superior,Full Time,Data Analyst,170000,Medium (50-250 employee)
2022,Associate,Full Time,Data Analyst,50000,Medium (50-250 employee)
2022,Superior,Full Time,Data Analyst,80000,Medium (50-250 employee)
2022,Superior,Full Time,Data Scientist,140000,Medium (50-250 employee)
2022,Superior,Full Time,Data Scientist,210000,Medium (50-250 employee)
2022,Superior,Full Time,Data Scientist,140000,Medium (50-250 employee)
2022,Superior,Full Time,Data Analyst,100000,Medium (50-250 employee)
2022,Superior,Full Time,Data Analyst,69000,Medium (50-250 employee)
2022,Superior,Full Time,Data Scientist,210000,Medium (50-250 employee)
2022,Superior,Full Time,Data Scientist,140000,Medium (50-250 employee)
2022,Superior,Full Time,Data Scientist,210000,Medium (50-250 employee)
2022,Superior,Full Time,Data Analyst,150075,Medium (50-250 employee)
2022,Superior,Full Time,Data Engineer,100000,Medium (50-250 employee)
2022,Superior,Full Time,Data Engineer,25000,Medium (50-250 employee)
2022,Superior,Full Time,Data Analyst,126500,Medium (50-250 employee)
2022,Superior,Full Time,Data Analyst,106260,Medium (50-250 employee)
2022,Superior,Full Time,Data Engineer,220110,Medium (50-250 employee)
2022,Superior,Full Time,Data Engineer,160080,Medium (50-250 employee)
2022,Superior,Full Time,Data Analyst,105000,Medium (50-250 employee)
2022,Superior,Full Time,Data Analyst,110925,Medium (50-250 employee)
2022,Associate,Full Time,Data Analyst,35000,Medium (50-250 employee)
2022,Superior,Full Time,Data Scientist,140000,Medium (50-250 employee)
2022,Superior,Full Time,Data Analyst,99000,Medium (50-250 employee)
2022,Superior,Full Time,Data Analyst,60000,Medium (50-250 employee)
2022,Superior,Full Time,Data Architect,192564,Medium (50-250 employee)
2022,Superior,Full Time,Data Architect,144854,Medium (50-250 employee)
2022,Superior,Full Time,Data Scientist,230000,Medium (50-250 employee)
2022,Superior,Full Time,Data Scientist,150000,Medium (50-250 employee)
2022,Superior,Full Time,Data Analytics Manager,150260,Medium (50-250 employee)
2022,Superior,Full Time,Data Analytics Manager,109280,Medium (50-250 employee)
2022,Superior,Full Time,Data Scientist,210000,Medium (50-250 employee)
2022,Superior,Full Time,Data Analyst,170000,Medium (50-250 employee)
2022,Associate,Full Time,Data Scientist,160000,Medium (50-250 employee)
2022,Associate,Full Time,Data Scientist,130000,Medium (50-250 employee)
2022,Junior,Full Time,Data Analyst,67000,Medium (50-250 employee)
2022,Junior,Full Time,Data Analyst,52000,Medium (50-250 employee)
2022,Superior,Full Time,Data Engineer,154000,Medium (50-250 employee)
2022,Superior,Full Time,Data Engineer,126000,Medium (50-250 employee)
2022,Superior,Full Time,Data Analyst,129000,Medium (50-250 employee)
2022,Superior,Full Time,Data Analyst,150000,Medium (50-250 employee)
2022,Associate,Full Time,AI Scientist,200000,Large (more than 250 employee)
